Causas (lista reducida);Sexo;Mes de fallecimiento;Total
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;febrero;35
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;marzo;30
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;abril;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;mayo;28
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;junio;25
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;julio;32
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;agosto;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;septiembre;32
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;octubre;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;noviembre;30
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;diciembre;37
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Todos los meses;73
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;enero;9
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;febrero;11
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;marzo;9
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;abril;2
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;mayo;5
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;junio;6
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;julio;4
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;agosto;3
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;septiembre;4
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;octubre;9
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;noviembre;1
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;diciembre;10
083 Malformaciones congénitas del sistema nervioso;Hombres;Todos los meses;30
083 Malformaciones congénitas del sistema nervioso;Hombres;enero;4
083 Malformaciones congénitas del sistema nervioso;Hombres;febrero;5
083 Malformaciones congénitas del sistema nervioso;Hombres;marzo;4
083 Malformaciones congénitas del sistema nervioso;Hombres;abril;0
083 Malformaciones congénitas del sistema nervioso;Hombres;mayo;0
083 Malformaciones congénitas del sistema nervioso;Hombres;junio;0
083 Malformaciones congénitas del sistema nervioso;Hombres;julio;0
083 Malformaciones congénitas del sistema nervioso;Hombres;agosto;3
083 Malformaciones congénitas del sistema nervioso;Hombres;septiembre;4
083 Malformaciones congénitas del sistema nervioso;Hombres;octubre;3
083 Malformaciones congénitas del sistema nervioso;Hombres;noviembre;1
083 Malformaciones congénitas del sistema nervioso;Hombres;diciembre;6
083 Malformaciones congénitas del sistema nervioso;Mujeres;Todos los meses;43
083 Malformaciones congénitas del sistema nervioso;Mujeres;enero;5
083 Malformaciones congénitas del sistema nervioso;Mujeres;febrero;6
083 Malformaciones congénitas del sistema nervioso;Mujeres;marzo;5
083 Malformaciones congénitas del sistema nervioso;Mujeres;abril;2
083 Malformaciones congénitas del sistema nervioso;Mujeres;mayo;5
083 Malformaciones congénitas del sistema nervioso;Mujeres;junio;6
083 Malformaciones congénitas del sistema nervioso;Mujeres;julio;4
083 Malformaciones congénitas del sistema nervioso;Mujeres;agosto;0
083 Malformaciones congénitas del sistema nervioso;Mujeres;septiembre;0
083 Malformaciones congénitas del sistema nervioso;Mujeres;octubre;6
083 Malformaciones congénitas del sistema nervioso;Mujeres;noviembre;0
083 Malformaciones congénitas del sistema nervioso;Mujeres;diciembre;4
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Todos los meses;222
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;enero;23
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;febrero;17
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;marzo;13
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;abril;18
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;mayo;20
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;junio;17
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;julio;19
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;agosto;19
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;septiembre;19
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;octubre;17
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;noviembre;24
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;diciembre;16
084 Malformaciones congénitas del sistema circulatorio;Hombres;Todos los meses;134
084 Malformaciones congénitas del sistema circulatorio;Hombres;enero;12
084 Malformaciones congénitas del sistema circulatorio;Hombres;febrero;10
084 Malformaciones congénitas del sistema circulatorio;Hombres;marzo;6
084 Malformaciones congénitas del sistema circulatorio;Hombres;abril;10
084 Malformaciones congénitas del sistema circulatorio;Hombres;mayo;12
084 Malformaciones congénitas del sistema circulatorio;Hombres;junio;11
084 Malformaciones congénitas del sistema circulatorio;Hombres;julio;13
084 Malformaciones congénitas del sistema circulatorio;Hombres;agosto;7
084 Malformaciones congénitas del sistema circulatorio;Hombres;septiembre;11
084 Malformaciones congénitas del sistema circulatorio;Hombres;octubre;12
084 Malformaciones congénitas del sistema circulatorio;Hombres;noviembre;17
084 Malformaciones congénitas del sistema circulatorio;Hombres;diciembre;13
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Todos los meses;88
084 Malformaciones congénitas del sistema circulatorio;Mujeres;enero;11
084 Malformaciones congénitas del sistema circulatorio;Mujeres;febrero;7
084 Malformaciones congénitas del sistema circulatorio;Mujeres;marzo;7
084 Malformaciones congénitas del sistema circulatorio;Mujeres;abril;8
084 Malformaciones congénitas del sistema circulatorio;Mujeres;mayo;8
084 Malformaciones congénitas del sistema circulatorio;Mujeres;junio;6
084 Malformaciones congénitas del sistema circulatorio;Mujeres;julio;6
084 Malformaciones congénitas del sistema circulatorio;Mujeres;agosto;12
084 Malformaciones congénitas del sistema circulatorio;Mujeres;septiembre;8
084 Malformaciones congénitas del sistema circulatorio;Mujeres;octubre;5
084 Malformaciones congénitas del sistema circulatorio;Mujeres;noviembre;7
084 Malformaciones congénitas del sistema circulatorio;Mujeres;diciembre;3
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Todos los meses;536
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;enero;53
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;febrero;51
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;marzo;42
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;abril;40
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;mayo;36
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;junio;43
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;julio;36
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;agosto;50
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;septiembre;35
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;octubre;40
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;noviembre;50
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;diciembre;60
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Todos los meses;275
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;enero;24
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;febrero;29
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;marzo;24
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;abril;22
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;mayo;21
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;junio;30
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;julio;14
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;agosto;29
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;septiembre;11
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;octubre;14
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;noviembre;27
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;diciembre;30
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Todos los meses;261
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;enero;29
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;febrero;22
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;marzo;18
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;abril;18
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;mayo;15
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;junio;13
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;julio;22
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;agosto;21
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;septiembre;24
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;octubre;26
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;noviembre;23
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;diciembre;30
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Todos los meses;10.201
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;enero;1.007
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;febrero;902
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;marzo;937
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;abril;814
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;mayo;804
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;junio;767
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;julio;809
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;agosto;914
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;septiembre;744
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;octubre;757
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;noviembre;787
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;diciembre;959
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Todos los meses;4.300
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;enero;412
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;febrero;390
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;marzo;398
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;abril;335
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;mayo;350
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;junio;313
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;julio;345
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;agosto;383
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;septiembre;324
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;octubre;310
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;noviembre;332
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;diciembre;408
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Todos los meses;5.901
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;enero;595
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;febrero;512
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;marzo;539
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;abril;479
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;mayo;454
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;junio;454
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;julio;464
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;agosto;531
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;septiembre;420
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;octubre;447
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;noviembre;455
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;diciembre;551
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Todos los meses;3.682
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;enero;328
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;febrero;307
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;marzo;371
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;abril;285
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;mayo;272
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;junio;282
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;julio;319
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;agosto;327
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;septiembre;262
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;octubre;253
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;noviembre;298
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;diciembre;378
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Todos los meses;1.767
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;enero;152
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;febrero;164
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;marzo;178
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;abril;143
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;mayo;142
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;junio;128
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;julio;153
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;agosto;145
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;septiembre;130
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;octubre;114
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;noviembre;142
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;diciembre;176
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Todos los meses;1.915
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;enero;176
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;febrero;143
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;marzo;193
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;abril;142
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;mayo;130
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;junio;154
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;julio;166
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;agosto;182
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;septiembre;132
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;octubre;139
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;noviembre;156
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;diciembre;202
087 Senilidad;Ambos sexos;Todos los meses;2.486
087 Senilidad;Ambos sexos;enero;255
087 Senilidad;Ambos sexos;febrero;221
087 Senilidad;Ambos sexos;marzo;242
087 Senilidad;Ambos sexos;abril;203
087 Senilidad;Ambos sexos;mayo;209
087 Senilidad;Ambos sexos;junio;200
087 Senilidad;Ambos sexos;julio;173
087 Senilidad;Ambos sexos;agosto;199
087 Senilidad;Ambos sexos;septiembre;195
087 Senilidad;Ambos sexos;octubre;189
087 Senilidad;Ambos sexos;noviembre;184
087 Senilidad;Ambos sexos;diciembre;216
087 Senilidad;Hombres;Todos los meses;678
087 Senilidad;Hombres;enero;63
087 Senilidad;Hombres;febrero;60
087 Senilidad;Hombres;marzo;85
087 Senilidad;Hombres;abril;52
087 Senilidad;Hombres;mayo;53
087 Senilidad;Hombres;junio;57
087 Senilidad;Hombres;julio;38
087 Senilidad;Hombres;agosto;55
087 Senilidad;Hombres;septiembre;54
087 Senilidad;Hombres;octubre;56
087 Senilidad;Hombres;noviembre;44
087 Senilidad;Hombres;diciembre;61
087 Senilidad;Mujeres;Todos los meses;1.808
087 Senilidad;Mujeres;enero;192
087 Senilidad;Mujeres;febrero;161
087 Senilidad;Mujeres;marzo;157
087 Senilidad;Mujeres;abril;151
087 Senilidad;Mujeres;mayo;156
087 Senilidad;Mujeres;junio;143
087 Senilidad;Mujeres;julio;135
087 Senilidad;Mujeres;agosto;144
087 Senilidad;Mujeres;septiembre;141
087 Senilidad;Mujeres;octubre;133
087 Senilidad;Mujeres;noviembre;140
087 Senilidad;Mujeres;diciembre;155
088 Muerte súbita infantil;Ambos sexos;Todos los meses;51
088 Muerte súbita infantil;Ambos sexos;enero;7
088 Muerte súbita infantil;Ambos sexos;febrero;4
088 Muerte súbita infantil;Ambos sexos;marzo;2
088 Muerte súbita infantil;Ambos sexos;abril;4
088 Muerte súbita infantil;Ambos sexos;mayo;5
088 Muerte súbita infantil;Ambos sexos;junio;4
088 Muerte súbita infantil;Ambos sexos;julio;8
088 Muerte súbita infantil;Ambos sexos;agosto;4
088 Muerte súbita infantil;Ambos sexos;septiembre;3
088 Muerte súbita infantil;Ambos sexos;octubre;0
088 Muerte súbita infantil;Ambos sexos;noviembre;7
088 Muerte súbita infantil;Ambos sexos;diciembre;3
088 Muerte súbita infantil;Hombres;Todos los meses;29
088 Muerte súbita infantil;Hombres;enero;3
088 Muerte súbita infantil;Hombres;febrero;2
088 Muerte súbita infantil;Hombres;marzo;1
088 Muerte súbita infantil;Hombres;abril;3
088 Muerte súbita infantil;Hombres;mayo;3
088 Muerte súbita infantil;Hombres;junio;2
088 Muerte súbita infantil;Hombres;julio;5
088 Muerte súbita infantil;Hombres;agosto;2
088 Muerte súbita infantil;Hombres;septiembre;2
088 Muerte súbita infantil;Hombres;octubre;0
088 Muerte súbita infantil;Hombres;noviembre;5
088 Muerte súbita infantil;Hombres;diciembre;1
088 Muerte súbita infantil;Mujeres;Todos los meses;22
088 Muerte súbita infantil;Mujeres;enero;4
088 Muerte súbita infantil;Mujeres;febrero;2
088 Muerte súbita infantil;Mujeres;marzo;1
088 Muerte súbita infantil;Mujeres;abril;1
088 Muerte súbita infantil;Mujeres;mayo;2
088 Muerte súbita infantil;Mujeres;junio;2
088 Muerte súbita infantil;Mujeres;julio;3
088 Muerte súbita infantil;Mujeres;agosto;2
088 Muerte súbita infantil;Mujeres;septiembre;1
088 Muerte súbita infantil;Mujeres;octubre;0
088 Muerte súbita infantil;Mujeres;noviembre;2
088 Muerte súbita infantil;Mujeres;diciembre;2
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Todos los meses;3.982
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;enero;417
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;febrero;370
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;marzo;322
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;abril;322
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;mayo;318
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;junio;281
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;julio;309
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;agosto;384
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;septiembre;284
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;octubre;315
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;noviembre;298
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;diciembre;362
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Todos los meses;1.826
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;enero;194
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;febrero;164
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;marzo;134
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;abril;137
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;mayo;152
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;junio;126
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;julio;149
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;agosto;181
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;septiembre;138
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;octubre;140
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;noviembre;141
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;diciembre;170
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Todos los meses;2.156
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;enero;223
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;febrero;206
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;marzo;188
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;abril;185
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;mayo;166
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;junio;155
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;julio;160
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;agosto;203
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;septiembre;146
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;octubre;175
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;noviembre;157
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;diciembre;192
090-102 XX.Causas externas de mortalidad;Ambos sexos;Todos los meses;18.033
090-102 XX.Causas externas de mortalidad;Ambos sexos;enero;1.570
090-102 XX.Causas externas de mortalidad;Ambos sexos;febrero;1.408
090-102 XX.Causas externas de mortalidad;Ambos sexos;marzo;1.530
090-102 XX.Causas externas de mortalidad;Ambos sexos;abril;1.383
090-102 XX.Causas externas de mortalidad;Ambos sexos;mayo;1.426
090-102 XX.Causas externas de mortalidad;Ambos sexos;junio;1.439
090-102 XX.Causas externas de mortalidad;Ambos sexos;julio;1.686
090-102 XX.Causas externas de mortalidad;Ambos sexos;agosto;1.698
090-102 XX.Causas externas de mortalidad;Ambos sexos;septiembre;1.399
090-102 XX.Causas externas de mortalidad;Ambos sexos;octubre;1.539
090-102 XX.Causas externas de mortalidad;Ambos sexos;noviembre;1.433
090-102 XX.Causas externas de mortalidad;Ambos sexos;diciembre;1.522
090-102 XX.Causas externas de mortalidad;Hombres;Todos los meses;11.465
090-102 XX.Causas externas de mortalidad;Hombres;enero;972
090-102 XX.Causas externas de mortalidad;Hombres;febrero;869
090-102 XX.Causas externas de mortalidad;Hombres;marzo;988
090-102 XX.Causas externas de mortalidad;Hombres;abril;916
090-102 XX.Causas externas de mortalidad;Hombres;mayo;932
090-102 XX.Causas externas de mortalidad;Hombres;junio;926
090-102 XX.Causas externas de mortalidad;Hombres;julio;1.077
090-102 XX.Causas externas de mortalidad;Hombres;agosto;1.060
